latitude,longitude
37.6137871,127.0891913
37.6066405,127.0915329
37.5233362,126.8882279
37.4682722,127.0311235
37.4682722,127.0311235
37.4765543,127.0137811
37.462376,126.9884283
37.4768065,126.9825339
37.5243955,127.0351332
37.5022569,127.0299928
37.5009677,127.0299964
37.4899751,127.0774748
37.4895773,127.0571726
37.482797,127.0661575
37.4896583,127.0441451
37.4925844,127.0826746
37.4716699,127.0423731
37.4955897,127.0786243
37.4809932,127.0780984
37.5154949,127.0252215
37.4919837,127.0731913
37.4960407,127.0758232
37.4807248,127.0807777
37.4920982,127.0882175
37.4797079,127.0812933
37.4652222,127.1099722
37.4858116,127.0634887
37.5104037,127.072324
37.5142918,127.1139233
37.5013053,127.1189117
37.4895625,127.1106313
37.4906967,127.1138581
37.4918088,127.1239642
37.4903104,127.1322526
37.4968435,127.1416904
37.4851851,127.1288909
37.521333,127.0994876
37.5381806,127.1217703
37.5297743,126.8978822
37.5267799,126.9034345
37.5225194,126.901119
37.5151446,126.9019676
37.5351839,126.8786826
37.5129444,126.9264385
37.513487,127.0349177
37.5191985,126.8707191
37.4678605,126.9096832
37.4653409,126.8861175
37.5153035,127.0340832
37.503345,126.8284466
37.4996121,126.8717417
37.5175748,126.93049
37.5177166,127.0357358
37.5098871,127.0409941
37.4984515,127.0776413
37.4972419,127.0702144
37.5014809,127.0590719
37.5057453,127.0577173
37.5061525,127.0635784
37.4833045,127.0428453
37.4922005,127.0419308
37.4910241,127.0376811
37.4856641,127.0399191
37.5115383,127.0470486
37.5364671,127.1493912
37.5473989,126.8213264
37.5566824,126.8627957
37.5486916,126.8631104
37.5467642,126.862563
37.556714,126.8508277
37.4591539,126.8892535
37.5398622,127.1411062
37.5675119,126.8413213
37.5508217,127.0505262
37.5400061,127.0498906
37.5513241,127.0465732
37.5490975,127.0448483
37.5485223,127.0579093
37.5876274,127.0184717
37.5831367,127.0202043
37.5879443,127.0055642
37.606897,127.0500249
37.5704974,127.0381308
37.5440254,127.0647534
37.6072103,127.0504893
37.5387684,127.0558111
37.6079226,127.0507701
37.6126573,127.0613402
37.5795886,127.0245271
37.5101819,127.0757234
37.5535948,127.1561958
37.5634881,127.1555246
37.561845,127.1590389
37.561845,127.1590389
37.5598169,127.1675357
37.5521324,127.1308164
37.570107,126.9915579
37.5704022,127.0089176
37.5701979,127.0016845
37.5235609,126.8839623
37.5589697,126.9761659
37.5368002,126.8995361
37.5389102,126.8910403
37.544742,126.8644697
37.5830736,127.0291732
37.5501979,127.1253584
37.5239364,126.8835476
37.5547038,126.8533032
37.5681062,126.9857646
37.5684258,126.9871111
37.5685832,126.992063
37.5901613,127.0422642
37.5713811,127.0726368
37.5228693,126.8849165
37.5804659,127.0546796
37.5709128,127.0280033
37.5780324,127.071482
37.5680383,127.0747756
37.5539068,126.9412187
37.5541375,126.9347693
37.5519113,126.9154224
37.5601708,126.9233138
37.5444177,126.9489996
37.5545734,126.9080638
37.5546108,126.9127935
37.546276,127.0112609
37.5390809,126.9467475
37.5549033,126.9020762
37.5451746,126.8820481
37.5382132,126.8855437
37.6401208,127.0671196
37.5347931,126.8770361
37.5142426,126.8457851
37.5142426,126.8457851
37.5464783,126.8799884
37.5180181,126.868181
37.5146212,126.856515
37.5186629,126.8538182
37.5142426,126.8457851
37.5848581,127.0199521
37.5963501,127.0285802
37.6208596,127.0524367
37.6104389,127.0452355
37.5589096,126.8972248
37.5410989,126.9455492
37.5504013,126.8435735
37.5699024,126.8503623
37.5677894,126.8526764
37.5617312,126.8644367
37.5816729,126.8120959
37.5526261,126.8635171
37.5367521,126.8440768
37.5730008,126.8385095
37.5414928,126.8443907
37.5718364,126.8442774
37.5686849,126.8487096
37.5649552,126.8518519
37.5658164,126.8547524
37.5636573,126.8545081
37.5623144,126.8574517
37.5623792,126.8609928
37.5711883,126.8149751
37.4869838,126.8862329
37.5010265,126.8904376
37.4863261,126.8885918
37.497769,126.8802722
37.4908918,126.8916242
37.4851734,126.8873217
37.5074917,126.8543519
37.5034474,126.8525501
37.4986018,126.8475941
37.487255,126.8902118
37.5460884,126.8813197
37.539587,126.8745515
37.4753157,127.0348768
37.4720691,127.1273586
37.532122,126.8755645
37.5254695,126.8498875
37.6052213,127.0355612
37.5962516,126.9938352
37.5344282,126.9754456
37.5340704,126.9628583
37.5343196,126.9886742
37.5430656,126.9902626
37.5502454,126.9762297
37.545649,126.9843216
37.5348253,126.9714549
37.5444436,126.9616004
37.5231135,126.9610743
37.5311443,126.96842
37.5928289,126.9931219
37.5440057,126.9598881
37.5303022,127.0072534
37.557606,127.0372853
37.5699953,127.047474
37.5603573,127.0645599
37.5420644,127.0602051
37.5487764,127.0214062
37.5494889,127.0190728
37.5489656,127.022449
37.5541896,127.0298409
37.5448564,127.0206462
37.5698354,127.0441409
37.5661246,127.0457962
37.5588055,127.0356445
37.5540356,127.0477242
37.5535973,127.0419502
37.5547101,127.0271042
37.5601563,127.0540369
37.5501364,127.034554
37.5680676,127.0898281
37.5568324,127.0920797
37.5520082,127.101489
37.5726951,126.8254127
37.5509987,126.8148776
37.5577988,126.8424281
37.5662484,126.8060579
37.5497759,126.8755585
37.5491045,126.8759961
37.5511247,126.8656529
37.527216,126.8428238
37.5414757,126.8390524
37.5300156,126.8630902
37.4909647,126.8267163
37.4929263,126.8240206
37.5517439,126.8359025
37.5473227,126.8773841
37.5729833,127.0649462
37.5716604,127.0253706
37.5736528,127.0377421
37.5758128,127.0377086
37.5813911,127.0280484
37.5699608,127.0648819
37.5722538,127.0688641
37.576398,127.0271781
37.5641765,127.0659761
37.5613841,127.0684541
37.5756403,127.0573843
37.5771036,127.0564862
37.4948833,126.9902746
37.4871532,126.9935526
37.4781624,126.9877969
37.466826,126.9879745
37.519748,126.8349156
37.5142426,126.8457851
37.5106794,126.8571163
37.5211154,126.8365344
37.5222037,126.830984
37.5100911,126.8706024
37.5557343,126.8121441
37.5451975,126.8511959
37.5455426,126.8463139
37.5622254,127.0616526
37.4857806,126.9882214
37.5482869,126.8743771
37.5625546,126.8085899
37.5636793,126.8084268
37.559786,126.8420414
37.5585898,126.8500371
37.5504013,126.8435735
37.6411318,127.0838237
37.6403876,127.0842277
37.6350005,127.0590943
37.6875938,127.0702456
37.6625837,127.0832742
37.603998,126.9237022
37.6016532,126.9236065
37.623126,126.9360221
37.6253391,126.9262584
37.6528707,127.05488
37.6251607,126.9186069
37.6173231,126.9133169
37.6154404,126.9199412
37.5904823,126.9239636
37.5954005,126.9173801
37.6011246,126.9185039
37.5829059,126.9065531
37.5867496,126.9117363
37.5799698,126.9041191
37.5843744,126.9030349
37.5989763,126.9112122
37.6057986,126.9413992
37.6215025,126.9157811
37.6040623,126.9167863
37.5960721,126.9118681
37.571603,126.9604487
37.5730089,126.9530963
37.5578381,126.9437264
37.5707224,126.9461831
37.5876553,126.9554558
37.5928587,126.9548512
37.5728769,126.9182624
37.5706876,126.9165412
37.5572005,126.9260339
37.559655,126.9188053
37.6095476,126.9087173
37.5532543,126.9003275
37.5490071,126.9253507
37.6095904,126.9564205
37.5784256,127.0125542
37.5799292,126.9968089
37.5714789,126.9873579
37.5786549,127.0176173
37.5786667,127.0173915
37.5862716,126.9766224
37.5519207,126.9622492
37.5779493,126.9569202
37.5830092,126.9637748
37.575547,127.0098414
37.5581697,127.0068293
37.5643044,127.0063522
37.5656488,127.008285
37.4889603,126.8923718
37.5697634,127.0169824
37.5613834,127.0138025
37.5612302,127.0694125
37.5758452,127.0556759
37.5635877,127.0420132
37.4527516,126.9044818
37.4432491,126.9124545
37.4521509,126.9070171
37.4764227,126.9019272
37.5901367,127.0632253
37.5779102,126.8126577
37.4683591,126.9085638
37.4633802,126.9074067
37.4525941,126.9255721
37.4558942,126.8935705
37.4683588,126.8836122
37.4762408,126.8770512
37.4832941,126.8739458
37.4828193,127.0606833
37.6445799,127.0327469
37.6615526,127.0474489
37.6545678,127.0388052
37.6578289,127.0406276
37.5487738,126.910448
37.5492372,126.9126221
37.559407,126.9166743
37.5620983,126.9143751
37.5707024,126.912468
37.5729929,126.9222492
37.5610868,126.9416324
37.5731599,126.9077586
37.582,126.9126257
37.5822118,126.9265693
37.5890629,126.9434294
37.5835256,126.9500285
37.5843577,126.9492662
37.4553904,127.0628872
37.5756222,126.9255344
37.4574109,127.0602157
37.5045915,127.0018284
37.4991858,127.0121627
37.5001384,126.9993007
37.4983436,126.994828
37.5068787,127.0087354
37.6133756,127.0381076
37.6122428,127.0559192
37.6148675,127.0527668
37.6135595,127.0603091
37.6213367,127.0520639
37.6077514,127.0099116
37.6054453,127.0085841
37.60923,127.0099766
37.5954771,126.9484524
37.5919736,127.0360352
37.6028683,127.0320677
37.5956321,127.0361366
37.5916901,127.0366625
37.6253529,126.92044
37.5839039,126.8912569
37.5956039,126.9145502
37.5940764,126.9141182
37.5958982,126.9095611
37.6051788,126.9157829
37.6012126,126.929316
37.6005544,126.9214431
37.5967268,126.9193601
37.5907311,126.9177178
37.5866923,126.9159439
37.5823686,126.907617
37.5784727,126.9020117
37.5962687,126.9643647
37.5745181,126.9667136
37.5888555,127.0802584
37.5772491,126.9907414
37.5770974,126.9897378
37.5644843,126.9969724
37.5680057,126.9715489
37.5637913,126.9997997
37.5451839,126.9602385
37.5148787,127.0657218
37.5608219,127.0133073
37.544874,126.9629202
37.553549,126.9682787
37.5348261,126.9567784
37.5371846,126.9548005
37.5478993,126.9765714
37.5284721,126.9696181
37.4936735,126.9895771
37.5428729,127.0911065
37.4826375,127.0185868
37.4899185,127.0140682
37.5539817,127.0463602
37.5684837,127.0802797
37.4781572,127.0396266
37.6087843,127.0294154
37.6011305,127.0215961
37.5927489,127.0156503
37.5778912,127.0229043
37.5045604,127.0773808
37.4754423,127.1274713
37.5269703,127.1180036
37.5452704,126.8822176
37.4931744,126.926701
37.4746209,126.9532198
37.5269331,127.1299105
37.4788182,126.9583894
37.4834655,126.9385351
37.4841271,126.9385615
37.5540403,127.0175746
37.4927591,127.0077929
37.5754333,126.9794586
37.609699,126.9745465
37.5909704,127.0939065
37.583985,127.0800935
37.5947287,127.0993106
37.5872467,127.0802289
37.5814265,127.0823648
37.5792483,127.0793176
37.5863141,127.0796141
37.5926475,127.0849656
37.5798842,127.0921062
37.6077905,127.0785809
37.6092768,127.0776413
37.5970004,127.086967
37.592598,127.0718991
37.6141343,127.1009249
37.6146214,127.1019762
37.6776396,127.0875871
37.5720107,127.0236657
37.5184457,127.0647356
37.5106666,127.0467525
37.5085479,127.0552876
37.6687333,127.076544
37.6687333,127.076544
37.5156434,127.0599895
37.4671175,127.1187011
37.484066,127.0950508
37.5504395,127.0134316
37.5550324,127.0168712
37.5624654,126.9154085
37.5816545,126.9655703
37.5563186,126.9640159
37.5605679,126.9693747
37.563886,127.0187681
37.5486383,127.0102878
37.5092924,126.8418454
37.5227345,126.8649251
37.5231029,126.851947
37.5281696,126.8536689
37.4963721,126.8250298
37.5427029,126.863283
37.5107258,126.8710366
37.5058887,126.8708622
37.5158652,126.8627783
37.5215579,126.965389
37.5344729,126.9960521
37.547526,126.9699206
37.5248477,126.9632494
37.6606568,127.0414323
37.6442804,127.032671
37.5706703,126.9825395
37.5161038,126.8437043
37.5211363,126.8916454
37.5380289,126.8844377
37.5714556,127.023806
37.5774676,126.9309182
37.5718415,127.0384555
37.5923967,127.016327
37.6320326,127.0408139
37.5415779,126.894443
37.5986499,126.9474028
37.469092,126.9597566
37.5839354,126.9107285
37.5228124,126.8838625
37.5473345,127.1429257
37.5394292,127.1223385
37.6228053,127.0192318
37.6264988,127.02649
37.6293096,127.0245688
37.5638395,127.0680212
37.6157361,127.0296318
37.6181085,127.0218118
37.6225379,127.0272467
37.6174181,127.0291171
37.6244592,127.018676
37.6200604,127.0289906
37.6355744,127.0330219
37.6350358,127.0313238
37.6445731,127.0238071
37.6464018,127.0153418
37.6421008,127.029665
37.640153,127.0172102
37.6348949,127.0229401
37.5694122,126.8390263
37.5654445,126.8460499
37.5664241,126.8457658
37.5609816,126.8171096
37.5572167,126.8100602
37.4974946,126.8924735
37.6215803,127.0455913
37.6362455,127.0128312
37.4908632,126.8931174
37.5025542,126.879877
37.4950019,126.8407089
37.4933902,126.8384739
37.4944065,126.8394543
37.4916117,126.830555
37.6202485,127.0751456
37.6396117,127.1104518
37.625884,127.0855676
37.6866258,127.0558254
37.6583214,127.0711318
37.6559058,127.066235
37.654979,127.0586116
37.6287495,127.0572452
37.6257381,127.0599301
37.6244434,127.0506046
37.6513169,127.0772171
37.6335834,127.0723105
37.6421255,127.0704003
37.5697606,126.8418131
37.5420321,126.9486688
37.6196127,127.0807493
37.5575104,126.924073
37.5556599,126.9215473
37.5357611,126.8945522
37.6883408,127.0453588
37.6790689,127.049758
37.6622976,127.0354367
37.6630412,127.0364636
37.6674106,127.0436551
37.6664307,127.0434662
37.6623334,127.0475743
37.5130174,126.9346797
37.5884766,127.0574073
37.5912057,127.0671505
37.5843906,127.0677081
37.4830876,126.9814345
37.4831772,126.9736081
37.487325,126.9667377
37.4887494,126.9819695
37.5042017,126.9465171
37.5026803,126.9350686
37.5500948,126.9211215
37.5038857,126.9502304
37.5296352,127.0449225
37.5075815,127.1362899
37.564505,126.9875181
37.4857153,126.8864324
37.5059515,126.8518872
37.4777778,126.9144003
37.4816436,126.9149819
37.4737333,126.9348434
37.4747217,126.9353666
37.4733755,126.9188007
37.4887497,126.9167474
37.555044,127.1296477
37.5401963,126.8412272
37.4887933,126.9284635
37.4649431,126.9196854
37.4710711,126.9343363
37.4803803,126.9307002
37.4815458,126.9478851
37.5495561,127.0910243
37.5415145,127.095018
37.543796,127.0925554
37.5411897,127.0839887
37.5340027,127.0946386
37.5377909,127.0913697
37.5550663,127.0716027
37.5578111,127.0770427
37.555521,127.0825271
37.553791,127.0870852
37.5523288,127.0774901
37.5450881,127.0803578
37.5313416,127.0858438
37.5381021,127.075907
37.5597116,127.0878852
37.5692708,127.0790417
37.5658162,127.077709
37.5502766,127.0912753
37.5373518,127.0616219
37.5703098,127.0864658
37.567415,127.0779691
37.4836259,126.8869394
37.4872506,126.9580611
37.4756014,126.9725246
37.5694405,127.0117668
37.5694774,127.0151168
37.5695077,127.0138223
37.573039,126.9853626
37.5739876,126.9841488
37.5752852,126.9862151
37.5686372,127.0114297
37.5687413,127.0119142
37.569095,127.0063104
37.5693736,127.0059058
37.569052,127.0068464
37.5681798,127.0085206
37.5680995,126.9984725
37.5687662,127.0012594
37.5687186,127.0003071
37.5637932,126.9838322
37.5584873,126.9696669
37.564223,126.978639
37.5409903,127.0692499
37.5408781,127.0695312
37.5428094,127.0709418
37.5685472,126.9818108
37.5421043,127.0664292
37.5416601,127.0671726
37.5414576,127.0676825
37.5413753,127.0678442
37.5413449,127.0679861
37.5643456,126.9862297
37.5408493,127.0696664
37.5412111,127.0685453
37.5411819,127.0686827
37.5410872,127.0689857
37.5410777,127.0695737
37.5414992,127.0687206
37.5426788,127.0647306
37.5424304,127.065507
37.541817,127.0667786
37.5411049,127.0688248
37.5419644,127.066141
37.5415197,127.0676391
37.5460914,127.0665011
37.5476947,127.0706165
37.5426443,127.0694996
37.5404213,127.0701244
37.5412056,127.0698486
37.5470755,127.0734307
37.5711363,127.0270255
37.577263,127.0386536
37.5745794,127.0386775
37.5775973,127.0309985
37.5783951,127.0375652
37.5799297,127.0460977
37.5774709,127.0589115
37.5679133,127.0576679
37.5704234,127.0487845
37.5303351,126.9196468
37.5275713,126.9162941
37.5177569,126.9275385
37.5011694,126.9335521
37.4934348,126.9566039
37.4983349,126.9514148
37.4871704,126.9055318
37.4948751,126.9614325
37.5505569,126.9556458
37.5135967,126.9448389
37.5461694,126.9400567
37.5587364,126.9072727
37.5597715,126.9171802
37.5896737,127.0594818
37.5629939,127.0587893
37.5761887,127.067199
37.5910367,127.0412328
37.5505877,127.052331
37.6133141,127.06066
37.6079293,127.0304037
37.613089,127.100937
37.6006656,127.1018842
37.5341566,126.9922178
37.5084073,126.918242
37.5212123,126.8915845
37.5480928,127.0296312
37.5738289,127.0242
37.5481773,127.020555
37.5747647,127.0348371
37.5889343,127.0469643
37.4905189,127.0226524
37.483379,127.0113491
37.4805646,127.0121101
37.4864709,127.0099695
37.4951441,127.0130549
37.4851792,127.0406903
37.4952397,126.9083258
37.5130577,126.9183541
37.5045442,126.9101135
37.5085601,126.9062544
37.5052006,126.8554521
37.4909239,126.8836501
37.5244843,127.046782
37.497044,126.8545349
37.4809078,126.8992322
37.6624447,127.0315789
37.6560719,127.0137285
37.659302,127.0142943
37.5642421,126.9093533
37.5674289,126.9099395
37.5463563,126.9448823
37.5429765,126.9388331
37.5474162,126.928501
37.5676934,126.9191132
37.5701558,126.9331252
37.5692448,126.9325229
37.5734801,126.9360528
37.5597528,126.9269041
37.4738906,126.9953674
37.4985801,126.9857776
37.4879447,126.9083397
37.4949531,126.983327
37.4928179,126.9832837
37.5495999,127.0815868
37.5536531,127.1005333
37.5406126,127.0905388
37.4990308,126.9087338
37.4978215,126.9191201
37.5072375,126.9229313
37.5039863,126.9177117
37.4990232,126.9052972
37.5310193,126.8934313
37.5391102,126.8264888
37.5309744,126.8321703
37.5152982,126.9169747
37.5361724,126.8992309
37.5037797,126.9029358
37.6362906,127.0245935
37.6282861,127.0440592
37.5241002,126.8907505
37.534558,127.0837219
37.5648497,127.0765455
37.5600043,127.0737293
37.5019366,126.8468892
37.4672057,126.8970645
37.4786448,126.8921499
37.4819696,126.8752514
37.4667558,126.8900731
37.4655649,126.9025272
37.4767852,126.8992529
37.458834,126.8993897
37.480149,126.9075118
37.4534054,126.9005872
37.444517,126.9043814
37.4371607,126.9024138
37.4450025,126.9032928
37.4507716,126.9026506
37.4542676,126.9057823
37.4496669,126.9030698
37.6540875,127.03757
37.6491527,127.0268731
37.6459174,127.0491868
37.5332238,127.1218845
37.5244999,127.1344563
37.5482933,127.1264767
37.5504517,127.1381958
37.5516447,126.8366042
37.5734176,126.8101059
37.5656446,126.8123728
37.5154004,126.9043977
37.5988757,127.1114195
37.5812836,127.0804079
37.615507,127.0734205
37.5775974,127.079162
37.6206734,127.0064089
37.6624361,127.0133849
37.6369364,127.0759853
37.5121259,127.1045695
37.4838013,127.0337361
37.6208765,127.0869649
37.6803263,127.0572177
37.4998765,126.9950758
37.5546017,127.1347079
37.6023455,127.0741895
37.5094489,127.0986656
37.5070847,127.1001673
37.5104901,127.1014168
37.5121145,127.1076441
37.4989183,127.1242542
37.4977855,127.1239573
37.5050001,127.131601
37.5004438,127.1315421
37.5010089,127.1339867
37.4934356,127.1300735
37.5134672,127.0538241
37.5405551,127.146359
37.5360671,127.1461751
37.5334923,127.1411812
37.5293038,127.1372768
37.5544854,127.1440923
37.545179,127.1702443
37.5292199,127.1238241
37.5649678,126.9299758
37.4864339,127.0229449
37.4863592,127.0218857
37.4862539,127.020066
37.4764076,127.1053645
37.6290433,127.0708002
37.6388849,127.1095739
37.6492855,127.0671938
37.4626031,127.0372724
37.4671267,127.0347482
37.5872578,126.9244264
37.5878141,126.9363086
37.4682278,127.0281919
37.5194905,127.0263489
37.5856013,127.0318417
37.6035938,127.0437515
37.6165371,127.0414416
37.4985122,127.1253526
37.5946634,127.0779307
37.4943144,127.1235209
37.5470999,127.0249247
37.5474477,127.0443594
37.55406,127.0704387
37.6713389,127.0556759
37.6107232,127.0624298
37.4924434,127.1273458
37.4931892,127.1363888
37.4954619,127.1402652
37.4925268,127.1176573
37.4936775,127.1443469
37.4929938,127.1496053
37.5001272,127.1431899
37.4913023,127.1153785
37.4838959,127.1230892
37.5129878,127.1134865
37.5110259,127.1111576
37.5112648,127.1106013
37.5106259,127.1209248
37.5296363,126.8599396
37.55461,126.8551692
37.5492139,126.8471198
37.5406067,126.8415777
37.5462338,126.8207306
37.6450494,127.0320247
37.4729395,126.982152
37.4917465,126.9271308
37.5667526,126.8067342
37.5538374,126.8709386
37.5345814,126.86099
37.5484346,126.8417394
37.5788793,126.9003019
37.5674638,126.8513211
37.569554,126.8447313
37.5592656,126.8501784
37.5742216,126.8138535
37.5623931,126.8083353
37.5329607,126.8631532
37.5516944,126.8500159
37.5514441,126.8499726
37.5497458,126.8682298
37.5553073,126.8368541
37.5581018,126.8601937
37.5798176,126.8142929
37.5437052,126.8452413
37.5472954,126.8740311
37.5440731,126.8457255
37.5622637,126.80932
37.544853,126.8618966
37.5798335,126.8149975
37.5461864,126.8619443
37.5437096,126.8388062
37.5643346,126.8533807
37.5613519,126.8624509
37.5640611,126.8422221
37.5511105,126.8360739
37.5608551,126.8437471
37.560328,126.8506905
37.5694921,126.8059718
37.5749064,126.8196056
37.5723116,126.8061212
37.561541,126.8120902
37.5598165,126.8506116
37.5735244,126.832546
37.5562443,126.9199667
37.5929858,127.0657261
37.5780241,127.0476794
37.5856039,127.0420177
37.5978673,127.0655186
37.5908348,127.055406
37.5761293,127.0303227
37.586329,127.0472998
37.5674444,127.0613335
37.54719,126.9521655
37.5421713,126.8429748
37.5376611,126.9502212
37.5469092,126.934521
37.5648298,126.9547336
37.5877023,126.944928
37.5860902,126.9494006
37.5595545,126.9434999
37.5814933,126.9112079
37.5784111,126.9238966
37.5635271,126.9085394
37.5785076,127.0705751
37.5937805,126.9496986
37.5800612,126.9341201
37.5739326,126.9352923
37.5829782,126.9363973
37.6105014,127.0194638
37.5417991,126.9456356
37.5932326,126.9439111
37.6014264,127.0166868
37.6133739,127.0070281
37.5026382,127.022157
37.5803602,127.0228183
37.585865,127.0213599
37.5283464,126.8329423
37.5193858,126.8388369
37.5200316,126.8440661
37.5369817,126.8343226
37.5022836,127.0943021
37.5069307,127.139069
37.5214871,126.8338964
37.5217453,126.8947032
37.5281022,126.9079062
37.501274,126.8975437
37.4945437,126.8990337
37.4986479,126.8958915
37.4859486,126.903496
37.4888067,126.8994801
37.5099737,126.9082762
37.5078201,126.9002873
37.5131969,126.8965005
37.5169553,126.8899395
37.5147055,126.9007442
37.5019112,126.8916974
37.4985659,126.8727569
37.4667277,126.8941331
37.4644427,126.9031753
37.465931,126.8980603
37.4732521,126.8987962
37.4706836,126.8985804
37.4686807,126.8987178
37.4671297,126.9020712
37.4574095,126.898902
37.4557538,126.9005702
37.4964299,126.860614
37.4926985,126.838009
37.5053325,127.1062757
37.5029624,127.1376303
37.5082888,127.1039453
37.6089669,127.0042193
37.6066868,127.0273176
37.6044504,127.0111848
37.5910386,127.0032649
37.6129808,127.0614173
37.6000642,127.0315065
37.6123936,127.0545501
37.5118818,127.0885593
37.4869773,127.1324088
37.5181191,127.1006628
37.5154507,127.1342962
37.5969507,127.0356044
37.6069944,127.0307396
37.5921398,127.0367168
37.6063668,127.036458
37.6020838,127.0254011
37.6038621,127.0431416
37.5677831,127.052096
37.6042408,127.0113943
37.5044006,127.0890679
37.5035272,127.0922475
37.5033275,127.0973831
37.502701,127.0974132
37.502876,127.0985984
37.499253,127.0970692
37.4994537,127.1017147
37.5026402,127.1090211
37.5064367,127.1066324
37.5107997,127.1103101
37.5024848,127.1163992
37.5045565,127.1384887
37.5039648,127.1381555
37.5065769,127.1205892
37.5017763,127.1379693
37.5066386,127.0810067
37.5892245,127.0360894
37.5879712,127.0425919
37.589254,127.055346
37.4734951,127.0396925
37.4575234,127.0166704
37.4814939,126.8997737
37.5645684,127.0552365
37.4596065,127.0426577
37.5162058,127.0188656
37.5099348,127.016749
37.5409762,127.0114153
37.5686637,127.0497365
37.5614021,127.0622482
37.5615002,127.0614726
37.5604054,127.0691796
37.5701474,127.0274383
37.5213773,126.8575884
37.5196689,126.8720982
37.5105065,126.847784
37.5363375,126.8989283
37.5354703,126.8978892
37.5304503,126.9255885
37.5628018,126.9940241
37.6121422,127.058809
37.6112922,127.058368
37.6037152,127.0574238
37.601544,127.0326882
37.6016281,127.0416048
37.6361604,127.0241249
37.6404369,127.021202
37.6372205,127.0252838
37.5469816,126.9721881
37.5195366,126.8710695
37.5523722,126.968957
37.5222337,126.9933324
37.5772196,127.0301665
37.5280612,126.91604
37.5346659,126.9592991
37.5323036,126.9610579
37.5250817,126.9644814
37.5328302,127.0075028
37.5346774,127.0061098
37.5360854,127.0061435
37.5460001,127.0028979
37.6185705,126.9152938
37.6180874,126.9060023
37.5384686,126.8920994
37.5254229,126.9041521
37.5183968,126.9135841
37.5355395,126.9627099
37.6153747,126.9129373
37.6040172,126.9353253
37.6005774,126.9363321
37.604099,126.9253475
37.6092716,126.9207489
37.617139,126.9197298
37.6098248,126.974866
37.5569926,126.97453
37.552684,126.9635631
37.5544442,126.977704
37.6044951,126.9241579
